Number,Short Description,Process,System,Assignment Group,Assigned To,State,Priority,Urgency,Impact,Day,Created,Actual Start,Actual End,Closed
ERR-2025-00104,Wrong value date set - payment settled one day early,International Transfer,Stargate,Avengers,Doctor Strange,Closed,Low,Low,Low,Monday,2025-01-27T13:15:08.000000,2025-01-27T14:01:08.000000,2025-01-28T15:15:45.737341,2025-01-28T16:21:45.737341
ERR-2025-00105,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,STP CAT,Avengers,Thor,Closed,Medium,Medium,Medium,Monday,2025-01-13T14:31:06.000000,2025-01-13T14:46:06.000000,2025-01-14T01:35:01.735979,2025-01-14T02:10:01.735979
ERR-2025-00106,Cross-rate calculation error not caught before payment dispatch,Money Rates,SOLEMOS,Avengers,Iron Man,Closed,Low,Low,Low,Monday,2025-01-13T05:14:31.000000,2025-01-13T05:51:31.000000,2025-01-13T22:14:08.842596,2025-01-13T23:40:08.842596
ERR-2025-00107,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Hulk,Closed,High,Medium,Low,Thursday,2025-01-30T11:58:46.000000,2025-01-30T12:30:46.000000,2025-01-30T15:43:37.134269,2025-01-30T16:19:37.134269
ERR-2025-00108,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Thor,Closed,Medium,Medium,Medium,Tuesday,2025-01-28T11:12:52.000000,2025-01-28T11:39:52.000000,2025-01-29T07:54:33.720178,2025-01-29T08:40:33.720178
ERR-2025-00109,Wrong currency pair rate applied - EUR/GBP used instead of EUR/USD,Money Rates,SOLEMOS,Avengers,Doctor Strange,Closed,High,Medium,Medium,Thursday,2025-01-23T14:11:09.000000,2025-01-23T15:36:09.000000,2025-01-23T19:55:51.005437,2025-01-23T20:18:51.005437
ERR-2025-00110,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,Avengers,Thor,Closed,Medium,Low,Medium,Monday,2025-01-13T22:41:46.000000,2025-01-13T23:46:46.000000,2025-01-14T20:48:40.293558,2025-01-14T21:52:40.293558
ERR-2025-00111,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,Medium,Monday,2025-01-13T15:56:38.000000,2025-01-13T16:51:38.000000,2025-01-13T19:02:56.224258,2025-01-13T20:32:56.224258
ERR-2025-00112,Incorrect BIC code used - wire transfer routed to wrong bank,International Transfer,Stargate,Avengers,Iron Man,Closed,Medium,Medium,Medium,Wednesday,2025-01-22T08:50:10.000000,2025-01-22T09:12:10.000000,2025-01-23T06:59:00.239193,2025-01-23T07:53:00.239193
ERR-2025-00113,Process X item closed without resolution - payment lost in queue,Proces X,SOLEMOS,Avengers,Doctor Strange,Closed,Medium,Medium,Medium,Monday,2025-01-13T12:51:33.000000,2025-01-13T14:07:33.000000,2025-01-14T00:53:31.977260,2025-01-14T01:26:31.977260
ERR-2025-00114,Incorrect amount corrected to wrong value during manual review,Proces X,SOLEMOS,Avengers,Hulk,Closed,Medium,Medium,Medium,Saturday,2025-01-04T11:17:34.000000,2025-01-04T11:57:34.000000,2025-01-04T22:05:50.362440,2025-01-04T22:53:50.362440
ERR-2025-00115,Fallback rate not updated after primary feed outage,Money Rates,SOLEMOS,Avengers,Doctor Strange,Closed,Critical,High,High,Thursday,2025-01-09T08:11:55.000000,2025-01-09T09:29:55.000000,2025-01-09T10:25:27.082097,2025-01-09T11:31:27.082097
ERR-2025-00116,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,High,Medium,Wednesday,2025-01-29T09:48:34.000000,2025-01-29T10:43:34.000000,2025-01-29T14:07:31.756056,2025-01-29T15:02:31.756056
ERR-2025-00117,Mandate reference missing from SEPA Direct Debit submission,SEPA Payment,Stargate,Avengers,Doctor Strange,Closed,Critical,High,High,Monday,2025-01-20T17:00:42.000000,2025-01-20T17:34:42.000000,2025-01-20T19:27:20.891412,2025-01-20T20:17:20.891412
ERR-2025-00118,Missing payment reference - correspondent bank unable to apply funds,International Transfer,Stargate,Avengers,Doctor Strange,Closed,High,High,Medium,Monday,2025-01-27T12:30:40.000000,2025-01-27T13:27:40.000000,2025-01-27T17:41:11.587880,2025-01-27T18:32:11.587880
ERR-2025-00119,SWIFT message sent with incorrect sender reference,International Transfer,Stargate,Avengers,Hulk,Closed,Medium,Medium,Medium,Thursday,2025-01-16T11:51:17.000000,2025-01-16T12:13:17.000000,2025-01-17T12:04:10.088360,2025-01-17T13:32:10.088360
ERR-2025-00120,Wrong account debited - fee charged to incorrect cost centre,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,Medium,Monday,2025-01-06T17:12:29.000000,2025-01-06T18:25:29.000000,2025-01-06T22:10:39.835271,2025-01-06T23:37:39.835271
ERR-2025-00121,Incorrect account number used - funds credited to wrong customer,Domestic Payment,STP CAT,Avengers,Iron Man,Closed,High,High,High,Wednesday,2025-01-22T13:47:37.000000,2025-01-22T15:11:37.000000,2025-01-22T17:29:48.983002,2025-01-22T18:31:48.983002
ERR-2025-00122,Process X item closed without resolution - payment lost in queue,Proces X,SOLEMOS,Avengers,Hulk,Closed,Medium,Medium,Medium,Tuesday,2025-01-21T17:52:37.000000,2025-01-21T18:49:37.000000,2025-01-22T03:25:44.246091,2025-01-22T03:53:44.246091
ERR-2025-00123,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,STP CAT,Avengers,Doctor Strange,Closed,High,High,High,Monday,2025-01-27T18:50:56.000000,2025-01-27T20:12:56.000000,2025-01-28T00:01:09.069528,2025-01-28T00:29:09.069528
ERR-2025-00124,Wrong beneficiary IBAN entered - payment sent to incorrect account,International Transfer,Stargate,Avengers,Thor,Closed,High,High,Low,Saturday,2025-01-11T13:52:24.000000,2025-01-11T14:39:24.000000,2025-01-11T19:37:27.142366,2025-01-11T20:39:27.142366
ERR-2025-00125,Duplicate international wire submitted - double payment issued,International Transfer,Stargate,Avengers,Iron Man,Closed,High,High,High,Thursday,2025-01-02T16:37:51.000000,2025-01-02T17:14:51.000000,2025-01-02T20:58:51.495462,2025-01-02T21:50:51.495462
ERR-2025-00126,Incorrect currency conversion applied to basic payment,Basic Payment,STP CAT,DC,Dr. X,Closed,Medium,Medium,Medium,Tuesday,2025-01-14T12:57:06.000000,2025-01-14T13:43:06.000000,2025-01-15T13:00:12.528540,2025-01-15T14:05:12.528540
ERR-2025-00127,Process X item closed without resolution - payment lost in queue,Proces X,STP CAT,DC,Aquaman,Closed,Medium,Low,Medium,Monday,2025-01-20T16:51:06.000000,2025-01-20T17:49:06.000000,2025-01-21T15:26:03.874231,2025-01-21T16:53:03.874231
ERR-2025-00128,Basic payment keyed with transposed digits in account number,Basic Payment,STP CAT,DC,Dr. X,Closed,High,High,High,Thursday,2025-01-02T22:05:59.000000,2025-01-02T22:52:59.000000,2025-01-03T01:46:23.992183,2025-01-03T02:18:23.992183
ERR-2025-00129,Wrong debtor account used in SEPA Direct Debit collection,SEPA Payment,STP CAT,DC,Dr. X,Closed,Critical,High,High,Wednesday,2025-01-22T16:16:10.000000,2025-01-22T17:03:10.000000,2025-01-22T18:59:35.797377,2025-01-22T20:16:35.797377
ERR-2025-00130,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,Stargate,DC,Aquaman,Closed,High,High,High,Monday,2025-01-27T11:06:16.000000,2025-01-27T11:20:16.000000,2025-01-27T17:11:48.432203,2025-01-27T18:00:48.432203
ERR-2025-00131,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,DC,Aquaman,Closed,High,High,High,Thursday,2025-01-30T09:11:36.000000,2025-01-30T10:41:36.000000,2025-01-30T13:09:27.478332,2025-01-30T13:24:27.478332
ERR-2025-00132,Domestic payment submitted twice - duplicate detected post-settlement,Domestic Payment,STP CAT,DC,Punisher,Closed,Medium,Medium,Medium,Tuesday,2025-01-28T11:23:48.000000,2025-01-28T12:16:48.000000,2025-01-29T04:48:18.673116,2025-01-29T06:03:18.673116
ERR-2025-00133,Basic payment processed on wrong value date,Basic Payment,STP CAT,DC,Punisher,Closed,High,High,High,Sunday,2025-01-12T17:06:06.000000,2025-01-12T18:03:06.000000,2025-01-12T23:45:07.930594,2025-01-13T00:27:07.930594
ERR-2025-00134,Wrong debtor account used in SEPA Direct Debit collection,SEPA Payment,STP CAT,DC,Batman,Closed,High,High,High,Wednesday,2025-01-08T09:20:06.000000,2025-01-08T10:34:06.000000,2025-01-08T13:36:53.766328,2025-01-08T14:13:53.766328
ERR-2025-00135,Wrong IBAN updated during manual correction in Process X,Proces X,SOLEMOS,DC,Batman,Closed,High,High,High,Tuesday,2025-01-07T12:32:32.000000,2025-01-07T13:27:32.000000,2025-01-07T15:44:41.502133,2025-01-07T16:41:41.502133
ERR-2025-00136,Wrong remittance information causing invoice matching failure,SEPA Payment,Stargate,DC,Aquaman,In Progress,High,High,High,Tuesday,2025-01-07T09:34:41.000000,2025-01-07T10:03:41.000000,,
ERR-2025-00137,Wrong payment details amended in Process X - error compounded,Proces X,STP CAT,DC,Aquaman,Closed,Low,Low,Low,Monday,2025-01-13T11:05:45.000000,2025-01-13T12:00:45.000000,2025-01-14T08:17:42.648454,2025-01-14T09:03:42.648454
ERR-2025-00138,Payment sent without required second authorisation,Domestic Payment,STP CAT,DC,Aquaman,Closed,High,High,High,Wednesday,2025-01-08T01:13:25.000000,2025-01-08T02:24:25.000000,2025-01-08T06:29:05.073920,2025-01-08T06:50:05.073920
ERR-2025-00139,Incorrect currency conversion applied to basic payment,Basic Payment,STP CAT,DC,Punisher,Closed,High,High,Medium,Friday,2025-01-03T21:47:02.000000,2025-01-03T22:42:02.000000,2025-01-04T02:48:38.115281,2025-01-04T04:16:38.115281
ERR-2025-00140,Incorrect payee reference causing failure to match invoice,Domestic Payment,STP CAT,DC,Batman,Closed,Critical,High,High,Wednesday,2025-01-08T08:11:58.000000,2025-01-08T08:51:58.000000,2025-01-08T09:16:02.059005,2025-01-08T09:44:02.059005
ERR-2025-00141,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,DC,Batman,In Progress,Critical,High,High,Sunday,2025-01-12T08:58:21.000000,2025-01-12T09:43:21.000000,,
ERR-2025-00142,Process X item duplicated after system timeout during save,Proces X,SOLEMOS,DC,Aquaman,Closed,High,Medium,High,Friday,2025-01-24T22:17:19.000000,2025-01-24T23:01:19.000000,2025-01-25T04:09:02.103466,2025-01-25T04:27:02.103466
ERR-2025-00143,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,Stargate,DC,Aquaman,Closed,Medium,Medium,Medium,Tuesday,2025-01-28T13:56:37.000000,2025-01-28T14:08:37.000000,2025-01-28T23:46:22.366507,2025-01-29T01:08:22.366507
ERR-2025-00144,Wrong account debited for basic payment instruction,Basic Payment,STP CAT,DC,Aquaman,Closed,High,High,High,Wednesday,2025-01-01T20:50:15.000000,2025-01-01T21:11:15.000000,2025-01-01T23:20:02.941469,2025-01-02T00:08:02.941469
ERR-2025-00145,Wrong creditor name in SEPA file causing beneficiary mismatch,SEPA Payment,Stargate,DC,Aquaman,Closed,High,Medium,High,Tuesday,2025-01-07T10:03:48.000000,2025-01-07T11:32:48.000000,2025-01-07T13:47:59.468612,2025-01-07T14:34:59.468612
ERR-2025-00146,Duplicate payment entry not caught before submission,Basic Payment,STP CAT,DC,Dr. X,New,High,High,High,Sunday,2025-01-12T15:11:01.000000,,,
ERR-2025-00147,Basic payment keyed with transposed digits in account number,Basic Payment,STP CAT,DC,Batman,Closed,Medium,Medium,Medium,Tuesday,2025-01-14T23:44:16.000000,2025-01-15T01:06:16.000000,2025-01-15T19:37:37.122214,2025-01-15T19:55:37.122214
ERR-2025-00148,Payment posted to wrong GL account - reconciliation discrepancy,Basic Payment,STP CAT,DC,Aquaman,Closed,Critical,High,High,Saturday,2025-01-18T16:58:10.000000,2025-01-18T18:06:10.000000,2025-01-18T19:06:41.397594,2025-01-18T20:04:41.397594
ERR-2025-00149,Wrong currency applied to domestic GBP payment,Domestic Payment,STP CAT,DC,Punisher,Closed,High,High,High,Friday,2025-01-17T11:48:01.000000,2025-01-17T12:52:01.000000,2025-01-17T17:30:46.951637,2025-01-17T18:58:46.951637
ERR-2025-00150,Payment instruction processed without customer authorisation,Basic Payment,STP CAT,DC,Aquaman,Closed,High,High,Low,Wednesday,2025-01-01T20:53:02.000000,2025-01-01T21:42:02.000000,2025-01-02T02:29:09.217918,2025-01-02T03:21:09.217918
ERR-2025-00151,Incorrect currency conversion applied to basic payment,Basic Payment,STP CAT,DC,Aquaman,Closed,High,High,Medium,Tuesday,2025-01-28T08:26:53.000000,2025-01-28T08:42:53.000000,2025-01-28T11:10:50.492984,2025-01-28T12:21:50.492984
ERR-2025-00152,Basic payment processed on wrong value date,Basic Payment,STP CAT,DC,Punisher,Closed,Low,Low,Low,Monday,2025-01-20T11:10:08.000000,2025-01-20T11:20:08.000000,2025-01-21T07:29:14.891930,2025-01-21T07:57:14.891930
ERR-2025-00153,Incorrect account number used - funds credited to wrong customer,Domestic Payment,STP CAT,DC,Dr. X,Closed,Medium,Low,Medium,Wednesday,2025-01-22T00:47:47.000000,2025-01-22T00:58:47.000000,2025-01-22T10:45:33.586464,2025-01-22T11:01:33.586464
ERR-2025-00154,Process X item approved without verifying beneficiary details,Proces X,SOLEMOS,DC,Aquaman,Closed,Medium,Medium,Medium,Friday,2025-01-17T16:02:58.000000,2025-01-17T17:05:58.000000,2025-01-18T02:40:29.802773,2025-01-18T02:59:29.802773
ERR-2025-00155,SEPA recall issued too late - funds already credited and withdrawn,SEPA Payment,STP CAT,DC,Punisher,Closed,Critical,High,High,Friday,2025-01-03T23:35:18.000000,2025-01-04T01:00:18.000000,2025-01-04T02:43:50.127401,2025-01-04T03:10:50.127401
ERR-2025-00156,Process X item released without required dual authorisation,Proces X,SOLEMOS,DC,Dr. X,Closed,Critical,Medium,High,Tuesday,2025-01-14T08:20:42.000000,2025-01-14T08:59:42.000000,2025-01-14T10:53:33.475439,2025-01-14T12:12:33.475439
ERR-2025-00157,Payment posted to wrong GL account - reconciliation discrepancy,Basic Payment,STP CAT,DC,Batman,Closed,Medium,Medium,Medium,Thursday,2025-01-30T13:39:58.000000,2025-01-30T14:55:58.000000,2025-01-31T14:55:50.018671,2025-01-31T16:18:50.018671
ERR-2025-00158,Payment limit exceeded due to manual override without approval,Domestic Payment,STP CAT,DC,Batman,Closed,Medium,Medium,Low,Wednesday,2025-01-08T13:26:48.000000,2025-01-08T14:39:48.000000,2025-01-09T08:11:12.198593,2025-01-09T08:51:12.198593
ERR-2025-00159,Payment released from Process X to wrong processing queue,Proces X,SOLEMOS,DC,Aquaman,Closed,Medium,Low,Low,Tuesday,2025-01-07T14:43:46.000000,2025-01-07T15:21:46.000000,2025-01-07T23:42:23.730278,2025-01-07T23:57:23.730278
ERR-2025-00160,Domestic transfer sent to dormant account - return not monitored,Domestic Payment,STP CAT,DC,Aquaman,Closed,Medium,Low,Medium,Wednesday,2025-01-08T07:34:35.000000,2025-01-08T07:57:35.000000,2025-01-08T15:24:36.554535,2025-01-08T16:07:36.554535
ERR-2025-00161,SEPA payment sent to closed account - return not processed timely,SEPA Payment,STP CAT,DC,Batman,Closed,High,High,High,Wednesday,2025-01-22T17:53:31.000000,2025-01-22T18:07:31.000000,2025-01-22T20:23:33.895030,2025-01-22T21:29:33.895030
ERR-2025-00162,Process X item duplicated after system timeout during save,Proces X,STP CAT,DC,Batman,Closed,Critical,High,High,Friday,2025-01-24T14:03:57.000000,2025-01-24T14:24:57.000000,2025-01-24T15:37:52.096687,2025-01-24T16:51:52.096687
ERR-2025-00163,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,Stargate,DC,Batman,Closed,High,High,Medium,Thursday,2025-01-16T12:23:46.000000,2025-01-16T12:48:46.000000,2025-01-16T17:33:11.312125,2025-01-16T18:06:11.312125
ERR-2025-00164,Basic payment processed on wrong value date,Basic Payment,STP CAT,DC,Aquaman,Closed,High,High,High,Wednesday,2025-01-01T17:10:07.000000,2025-01-01T18:04:07.000000,2025-01-01T23:28:36.758467,2025-01-01T23:58:36.758467
ERR-2025-00165,SEPA file submitted with incorrect execution date,SEPA Payment,Stargate,DC,Batman,Closed,High,High,Medium,Thursday,2025-01-09T12:10:06.000000,2025-01-09T13:26:06.000000,2025-01-09T16:29:37.222153,2025-01-09T17:26:37.222153
ERR-2025-00166,Transaction limit breach not flagged during processing,Basic Payment,STP CAT,DC,Aquaman,Closed,High,High,Medium,Wednesday,2025-01-22T09:45:43.000000,2025-01-22T10:05:43.000000,2025-01-22T13:01:23.877162,2025-01-22T13:47:23.877162
ERR-2025-00167,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,DC,Batman,Closed,High,High,Medium,Monday,2025-01-13T11:49:33.000000,2025-01-13T12:09:33.000000,2025-01-13T17:55:26.418106,2025-01-13T18:48:26.418106
ERR-2025-00168,Standing order set up with wrong payment amount,Domestic Payment,STP CAT,DC,Batman,Closed,Medium,Medium,Medium,Thursday,2025-01-09T17:02:35.000000,2025-01-09T18:11:35.000000,2025-01-10T15:07:15.814277,2025-01-10T16:14:15.814277
ERR-2025-00169,Reversal not processed after customer cancellation request,Domestic Payment,STP CAT,DC,Punisher,Closed,Medium,Medium,Medium,Monday,2025-01-20T16:03:32.000000,2025-01-20T16:56:32.000000,2025-01-21T16:39:02.716247,2025-01-21T17:23:02.716247
ERR-2025-00170,Wrong fee applied to basic payment transaction,Basic Payment,STP CAT,DC,Batman,Closed,Medium,Low,Low,Monday,2025-01-27T10:58:13.000000,2025-01-27T12:23:13.000000,2025-01-28T03:02:25.874734,2025-01-28T03:59:25.874734
ERR-2025-00171,Payment not reversed after customer dispute was resolved,Basic Payment,STP CAT,DC,Dr. X,Closed,High,Medium,High,Thursday,2025-01-23T15:51:35.000000,2025-01-23T17:06:35.000000,2025-01-23T21:42:32.157840,2025-01-23T22:50:32.157840
ERR-2025-00172,Wrong payment details amended in Process X - error compounded,Proces X,SOLEMOS,DC,Dr. X,Closed,High,Medium,Medium,Wednesday,2025-01-01T21:34:34.000000,2025-01-01T23:03:34.000000,2025-01-02T02:58:37.028675,2025-01-02T04:08:37.028675
ERR-2025-00173,Process X item released without required dual authorisation,Proces X,STP CAT,DC,Aquaman,Closed,Medium,Medium,Medium,Tuesday,2025-01-14T03:40:22.000000,2025-01-14T04:33:22.000000,2025-01-14T20:00:36.090586,2025-01-14T21:04:36.090586
ERR-2025-00174,Process X item duplicated after system timeout during save,Proces X,STP CAT,DC,Dr. X,Closed,Medium,Medium,Low,Thursday,2025-01-30T09:42:34.000000,2025-01-30T10:53:34.000000,2025-01-30T17:10:20.532573,2025-01-30T17:40:20.532573
ERR-2025-00175,SEPA batch submitted after cut-off - delayed by one business day,SEPA Payment,STP CAT,DC,Aquaman,Closed,High,High,Medium,Friday,2025-01-10T23:43:33.000000,2025-01-11T00:54:33.000000,2025-01-11T03:03:44.400160,2025-01-11T03:31:44.400160
ERR-2025-00176,Domestic transfer sent to dormant account - return not monitored,Domestic Payment,STP CAT,DC,Punisher,Closed,Medium,Medium,Low,Wednesday,2025-01-01T12:50:27.000000,2025-01-01T13:43:27.000000,2025-01-02T02:51:43.034713,2025-01-02T04:17:43.034713
ERR-2025-00177,Incorrect amount entered - customer overcharged,Basic Payment,STP CAT,DC,Batman,Closed,Critical,High,High,Thursday,2025-01-16T08:14:14.000000,2025-01-16T09:37:14.000000,2025-01-16T12:33:49.545611,2025-01-16T13:20:49.545611
ERR-2025-00178,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,Stargate,DC,Punisher,Closed,Medium,Medium,Medium,Saturday,2025-01-04T20:15:14.000000,2025-01-04T20:53:14.000000,2025-01-05T17:16:54.357314,2025-01-05T18:06:54.357314
ERR-2025-00179,Wrong IBAN entered in bulk SEPA file - batch partially rejected,SEPA Payment,Stargate,DC,Punisher,Closed,Critical,High,High,Wednesday,2025-01-29T02:32:25.000000,2025-01-29T03:15:25.000000,2025-01-29T03:43:39.335332,2025-01-29T04:57:39.335332
